Date,Source,Site ID,POC,Daily Mean PM10 Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,CBSA Code,CBSA Name,State FIPS Code,State,County FIPS Code,County,Site Latitude,Site Longitude
2/10/2024,AQS,60371103,3,15,ug/m3 SC,14,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/11/2024,AQS,60371103,3,16,ug/m3 SC,15,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/12/2024,AQS,60371103,3,20,ug/m3 SC,19,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/13/2024,AQS,60371103,3,23,ug/m3 SC,21,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/14/2024,AQS,60371103,3,26,ug/m3 SC,24,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/15/2024,AQS,60371103,3,19,ug/m3 SC,18,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/16/2024,AQS,60371103,3,25,ug/m3 SC,23,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/17/2024,AQS,60371103,3,32,ug/m3 SC,30,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/18/2024,AQS,60371103,3,14,ug/m3 SC,13,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/19/2024,AQS,60371103,3,5,ug/m3 SC,5,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/20/2024,AQS,60371103,3,6,ug/m3 SC,6,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/21/2024,AQS,60371103,3,10,ug/m3 SC,9,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/22/2024,AQS,60371103,3,22,ug/m3 SC,20,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/23/2024,AQS,60371103,3,19,ug/m3 SC,18,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/24/2024,AQS,60371103,3,20,ug/m3 SC,19,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/25/2024,AQS,60371103,3,21,ug/m3 SC,19,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/26/2024,AQS,60371103,3,22,ug/m3 SC,20,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/27/2024,AQS,60371103,3,18,ug/m3 SC,17,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/28/2024,AQS,60371103,3,22,ug/m3 SC,20,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/29/2024,AQS,60371103,3,19,ug/m3 SC,18,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/1/2024,AQS,60371103,3,9,ug/m3 SC,8,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/2/2024,AQS,60371103,3,8,ug/m3 SC,7,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/3/2024,AQS,60371103,3,12,ug/m3 SC,11,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/4/2024,AQS,60371103,3,18,ug/m3 SC,17,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/5/2024,AQS,60371103,3,19,ug/m3 SC,18,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/6/2024,AQS,60371103,3,10,ug/m3 SC,9,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/7/2024,AQS,60371103,3,11,ug/m3 SC,10,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/8/2024,AQS,60371103,3,19,ug/m3 SC,18,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/9/2024,AQS,60371103,3,21,ug/m3 SC,19,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/10/2024,AQS,60371103,3,16,ug/m3 SC,15,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/11/2024,AQS,60371103,3,19,ug/m3 SC,18,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/12/2024,AQS,60371103,3,18,ug/m3 SC,17,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/13/2024,AQS,60371103,3,22,ug/m3 SC,20,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/14/2024,AQS,60371103,3,39,ug/m3 SC,36,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/15/2024,AQS,60371103,3,22,ug/m3 SC,20,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/16/2024,AQS,60371103,3,18,ug/m3 SC,17,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/17/2024,AQS,60371103,3,22,ug/m3 SC,20,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/18/2024,AQS,60371103,3,27,ug/m3 SC,25,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/19/2024,AQS,60371103,3,24,ug/m3 SC,22,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/20/2024,AQS,60371103,3,35,ug/m3 SC,32,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/21/2024,AQS,60371103,3,32,ug/m3 SC,30,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/22/2024,AQS,60371103,3,34,ug/m3 SC,31,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/23/2024,AQS,60371103,3,15,ug/m3 SC,14,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/24/2024,AQS,60371103,3,9,ug/m3 SC,8,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/25/2024,AQS,60371103,3,16,ug/m3 SC,15,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/26/2024,AQS,60371103,3,22,ug/m3 SC,20,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/27/2024,AQS,60371103,3,26,ug/m3 SC,24,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/28/2024,AQS,60371103,3,24,ug/m3 SC,22,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/29/2024,AQS,60371103,3,18,ug/m3 SC,17,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/30/2024,AQS,60371103,3,6,ug/m3 SC,6,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/31/2024,AQS,60371103,3,4,ug/m3 SC,4,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/1/2024,AQS,60371103,3,12,ug/m3 SC,11,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/2/2024,AQS,60371103,3,19,ug/m3 SC,18,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/3/2024,AQS,60371103,3,22,ug/m3 SC,20,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/4/2024,AQS,60371103,3,14,ug/m3 SC,13,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/10/2024,AQS,60371103,3,29,ug/m3 SC,27,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/11/2024,AQS,60371103,3,33,ug/m3 SC,31,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/12/2024,AQS,60371103,3,21,ug/m3 SC,19,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/13/2024,AQS,60371103,3,10,ug/m3 SC,9,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/14/2024,AQS,60371103,3,7,ug/m3 SC,6,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/15/2024,AQS,60371103,3,11,ug/m3 SC,10,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/16/2024,AQS,60371103,3,17,ug/m3 SC,16,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/17/2024,AQS,60371103,3,21,ug/m3 SC,19,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/18/2024,AQS,60371103,3,30,ug/m3 SC,28,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/19/2024,AQS,60371103,3,22,ug/m3 SC,20,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/20/2024,AQS,60371103,3,25,ug/m3 SC,23,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/21/2024,AQS,60371103,3,26,ug/m3 SC,24,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/22/2024,AQS,60371103,3,31,ug/m3 SC,29,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/23/2024,AQS,60371103,3,11,ug/m3 SC,10,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/24/2024,AQS,60371103,3,17,ug/m3 SC,16,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/25/2024,AQS,60371103,3,12,ug/m3 SC,11,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/26/2024,AQS,60371103,3,24,ug/m3 SC,22,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/27/2024,AQS,60371103,3,20,ug/m3 SC,19,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/28/2024,AQS,60371103,3,20,ug/m3 SC,19,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/29/2024,AQS,60371103,3,30,ug/m3 SC,28,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/30/2024,AQS,60371103,3,31,ug/m3 SC,29,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
5/1/2024,AQS,60371103,3,32,ug/m3 SC,30,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
5/2/2024,AQS,60371103,3,37,ug/m3 SC,34,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
5/3/2024,AQS,60371103,3,26,ug/m3 SC,24,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
5/4/2024,AQS,60371103,3,18,ug/m3 SC,17,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
5/6/2024,AQS,60371103,3,18,ug/m3 SC,17,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
5/7/2024,AQS,60371103,3,21,ug/m3 SC,19,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
5/8/2024,AQS,60371103,3,26,ug/m3 SC,24,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
5/9/2024,AQS,60371103,3,32,ug/m3 SC,30,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
5/10/2024,AQS,60371103,3,28,ug/m3 SC,26,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
5/11/2024,AQS,60371103,3,19,ug/m3 SC,18,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
5/12/2024,AQS,60371103,3,22,ug/m3 SC,20,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
5/13/2024,AQS,60371103,3,20,ug/m3 SC,19,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
5/14/2024,AQS,60371103,3,20,ug/m3 SC,19,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
5/15/2024,AQS,60371103,3,15,ug/m3 SC,14,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
5/16/2024,AQS,60371103,3,14,ug/m3 SC,13,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
5/17/2024,AQS,60371103,3,15,ug/m3 SC,14,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
5/18/2024,AQS,60371103,3,12,ug/m3 SC,11,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
5/19/2024,AQS,60371103,3,11,ug/m3 SC,10,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
5/20/2024,AQS,60371103,3,15,ug/m3 SC,14,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
5/21/2024,AQS,60371103,3,27,ug/m3 SC,25,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
5/22/2024,AQS,60371103,3,33,ug/m3 SC,31,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
5/23/2024,AQS,60371103,3,22,ug/m3 SC,20,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
5/24/2024,AQS,60371103,3,26,ug/m3 SC,24,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
5/25/2024,AQS,60371103,3,12,ug/m3 SC,11,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
5/26/2024,AQS,60371103,3,14,ug/m3 SC,13,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
5/27/2024,AQS,60371103,3,23,ug/m3 SC,21,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
5/28/2024,AQS,60371103,3,27,ug/m3 SC,25,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
5/29/2024,AQS,60371103,3,22,ug/m3 SC,20,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
5/30/2024,AQS,60371103,3,32,ug/m3 SC,30,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
5/31/2024,AQS,60371103,3,32,ug/m3 SC,30,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
6/1/2024,AQS,60371103,3,21,ug/m3 SC,19,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
6/2/2024,AQS,60371103,3,12,ug/m3 SC,11,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
6/3/2024,AQS,60371103,3,19,ug/m3 SC,18,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
6/4/2024,AQS,60371103,3,26,ug/m3 SC,24,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
6/5/2024,AQS,60371103,3,32,ug/m3 SC,30,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
6/6/2024,AQS,60371103,3,25,ug/m3 SC,23,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
6/7/2024,AQS,60371103,3,14,ug/m3 SC,13,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
6/8/2024,AQS,60371103,3,13,ug/m3 SC,12,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
6/9/2024,AQS,60371103,3,11,ug/m3 SC,10,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
6/10/2024,AQS,60371103,3,22,ug/m3 SC,20,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
6/11/2024,AQS,60371103,3,25,ug/m3 SC,23,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
6/12/2024,AQS,60371103,3,17,ug/m3 SC,16,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
6/13/2024,AQS,60371103,3,19,ug/m3 SC,18,Los Angeles-North Main Street,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
